typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
SubmodelElementCollection,MAIN_m_container_m_LSC_Motor_AI_Position,,,,MAIN.m_container.m_LSC.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_Motor_AI_Speed,,,,MAIN.m_container.m_LSC.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_DI_Extended,,,,MAIN.m_container.m_LSC.m_rampPusherStart.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_DI_Retracted,,,,MAIN.m_container.m_LSC.m_rampPusherStart.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_DI_BoundaryPressure,,,,MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_LSC.m_rampPusherStart.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_AI_PressureSensor,,,,MAIN.m_container.m_LSC.m_rampPusherStart.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_AI_FlowPressure,,,,MAIN.m_container.m_LSC.m_rampPusherStart.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherStart_AI_PositionTransmitter,,,,MAIN.m_container.m_LSC.m_rampPusherStart.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_DI_Extended,,,,MAIN.m_container.m_LSC.m_rampPusherMid.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_DI_Retracted,,,,MAIN.m_container.m_LSC.m_rampPusherMid.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_DI_BoundaryPressure,,,,MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_LSC.m_rampPusherMid.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_AI_PressureSensor,,,,MAIN.m_container.m_LSC.m_rampPusherMid.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_AI_FlowPressure,,,,MAIN.m_container.m_LSC.m_rampPusherMid.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampPusherMid_AI_PositionTransmitter,,,,MAIN.m_container.m_LSC.m_rampPusherMid.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_Switch_DI_Extended,,,,MAIN.m_container.m_LSC.m_Switch.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_Switch_DI_Retracted,,,,MAIN.m_container.m_LSC.m_Switch.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_Switch_DI_BoundaryPressure,,,,MAIN.m_container.m_LSC.m_Switch.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_presenceSensorStart_DI_WPDetected,,,,MAIN.m_container.m_LSC.m_presenceSensorStart.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_opticalSensorStart_DI_WPLight,,,,MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_opticalSensorMid_DI_WPLight,,,,MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_opticalSensorEnd_DI_WPLight,,,,MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_inductiveSensorStart_DI_WPMetallic,,,,MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_inductiveSensorMid_DI_WPMetallic,,,,MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampStart_m_presenceSensorRampFull_DI_WPDetected,,,,MAIN.m_container.m_LSC.m_rampStart.m_presenceSensorRampFull.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampMiddle_m_presenceSensorRampFull_DI_WPDetected,,,,MAIN.m_container.m_LSC.m_rampMiddle.m_presenceSensorRampFull.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_LSC_m_rampEnd_m_presenceSensorRampFull_DI_WPDetected,,,,MAIN.m_container.m_LSC.m_rampEnd.m_presenceSensorRampFull.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_Motor_AI_Position,,,,MAIN.m_container.m_PAC.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_Motor_AI_Speed,,,,MAIN.m_container.m_PAC.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_PresencesensorStart_DI_WPDetected,,,,MAIN.m_container.m_PAC.m_PresencesensorStart.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_PresencesensorEnd_DI_WPDetected,,,,MAIN.m_container.m_PAC.m_PresencesensorEnd.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_Switch_DI_Extended,,,,MAIN.m_container.m_PAC.m_Switch.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_Switch_DI_Retracted,,,,MAIN.m_container.m_PAC.m_Switch.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PAC_m_Switch_DI_BoundaryPressure,,,,MAIN.m_container.m_PAC.m_Switch.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_Motor_AI_Position,,,,MAIN.m_container.m_PicAlpha.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_Motor_AI_Speed,,,,MAIN.m_container.m_PicAlpha.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_VacuumGripper_DI_TakenIn,,,,MAIN.m_container.m_PicAlpha.o_VacuumGripper.DI_TakenIn,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_DI_Extended,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_DI_Retracted,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_DI_BoundaryPressure,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_DI_BoundaryFlowPressure,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.DI_BoundaryFlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_AI_PressureSensor,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.AI_PressureSensor,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_AI_FlowPressure,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.AI_FlowPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_o_MonostableCylinder_AI_PositionTransmitter,,,,MAIN.m_container.m_PicAlpha.o_MonostableCylinder.AI_PositionTransmitter,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_m_PresenceSensorPosition1_DI_WPDetected,,,,MAIN.m_container.m_PicAlpha.m_PresenceSensorPosition1.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_m_PresenceSensorPosition2_DI_WPDetected,,,,MAIN.m_container.m_PicAlpha.m_PresenceSensorPosition2.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_m_PresenceSensorPosition3_DI_WPDetected,,,,MAIN.m_container.m_PicAlpha.m_PresenceSensorPosition3.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_PicAlpha_m_PresenceSensorPosition4_DI_WPDetected,,,,MAIN.m_container.m_PicAlpha.m_PresenceSensorPosition4.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_Motor_AI_Position,,,,MAIN.m_container.m_SSC.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_Motor_AI_Speed,,,,MAIN.m_container.m_SSC.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_PresencesensorStart_DI_WPDetected,,,,MAIN.m_container.m_SSC.m_PresencesensorStart.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_PresencesensorEnd_DI_WPDetected,,,,MAIN.m_container.m_SSC.m_PresencesensorEnd.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Opticalsensor_DI_WPLight,,,,MAIN.m_container.m_SSC.m_Opticalsensor.DI_WPLight,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Inductivesensor_DI_WPMetallic,,,,MAIN.m_container.m_SSC.m_Inductivesensor.DI_WPMetallic,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Ramp_m_presenceSensorRampFull_DI_WPDetected,,,,MAIN.m_container.m_SSC.m_Ramp.m_presenceSensorRampFull.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Switch_DI_Extended,,,,MAIN.m_container.m_SSC.m_Switch.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Switch_DI_Retracted,,,,MAIN.m_container.m_SSC.m_Switch.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_SSC_m_Switch_DI_BoundaryPressure,,,,MAIN.m_container.m_SSC.m_Switch.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_Motor_AI_Position,,,,MAIN.m_container.m_RFC.Motor.AI_Position,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_Motor_AI_Speed,,,,MAIN.m_container.m_RFC.Motor.AI_Speed,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_PresencesensorStart_DI_WPDetected,,,,MAIN.m_container.m_RFC.m_PresencesensorStart.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_PresencesensorEnd_DI_WPDetected,,,,MAIN.m_container.m_RFC.m_PresencesensorEnd.DI_WPDetected,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_Switch_DI_Extended,,,,MAIN.m_container.m_RFC.m_Switch.DI_Extended,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_Switch_DI_Retracted,,,,MAIN.m_container.m_RFC.m_Switch.DI_Retracted,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_RFC_m_Switch_DI_BoundaryPressure,,,,MAIN.m_container.m_RFC.m_Switch.DI_BoundaryPressure,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Resi4MPM_Lib,,,,,,
SubmodelElementCollection,Resi4MPM_Lib_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Models,,,,,,
SubmodelElementCollection,Behavior,,,,,,
SubmodelElementCollection,Strategy,,,,,,
SubmodelElementCollection,ESpecialStepIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EStrategyStates,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SStep,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SStrategy,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STransition,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BehaviorBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ControlPrimitiveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EBehaviorType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EOperationResult,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESpecialBehaviorIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LinearSequence,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ModuleSequenceBase,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessState,,,,,,
SubmodelElementCollection,AdsStateSynch,,,,,,
SubmodelElementCollection,SAdsSymbol,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessCondition,,,,,,
SubmodelElementCollection,BoolExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ComparisonExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EBoolOperation,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EComparisonType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EExpressionType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IValExp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SBoolExpressionSpec,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SConditionSpec,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SInterlock,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SPrimitiveCondition,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ValueExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EDataType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,HardwareObservationBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ParameterSet,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProductBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SNamedValue,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SValue,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,UValues,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Reconfiguration,,,,,,
SubmodelElementCollection,EAbortState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ECompSeqState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ERecoveryState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ERetargetType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SCompensation,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRecovery,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRecoveryRequestOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRetargeting,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STriggeredOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ResiConst,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Services,,,,,,
SubmodelElementCollection,Base,,,,,,
SubmodelElementCollection,ErrorManagerBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESeverity,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESpecialAlarmIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IService,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SAlarm,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessManager,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ServiceContainer,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,StateTracker,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Resi4MPM_Lib_Instance,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Lib,,,,,,
SubmodelElementCollection,xPPU_Lib_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Resi4MPM,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,HMI_Texts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,02_ModuleSequences,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,03_ControlPrimitives,,,,,,
SubmodelElementCollection,Carrier,,,,,,
SubmodelElementCollection,Crane,,,,,,
SubmodelElementCollection,Crane_MoveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToLSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToStack,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PickPutBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PickUpWP,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PutDownWP,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickAlpha,,,,,,
SubmodelElementCollection,PicAlpha_MoveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos1,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos2,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos3,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_MoveToPos4,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_PickUpWP,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_PutDownWP,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyor,,,,,,
SubmodelElementCollection,LSC,,,,,,
SubmodelElementCollection,LSC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_SearchWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_PAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampMid,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWorkpieceTo_RampStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_TransferWPAtStart,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC,,,,,,
SubmodelElementCollection,PAC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferFirstWorkpieceTo_SSCStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferWorkpieceTo_PSStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_TransferWorkpieceTo_SSC,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC,,,,,,
SubmodelElementCollection,RFC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC_TransferWorkpieceTo_LSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC_TransferWorkpieceTo_PSEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC,,,,,,
SubmodelElementCollection,SSC_MoveWorkpiece_Base,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_MoveWorkpieceTo_PSEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_PSStart,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_RampEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_TransferWorkpieceTo_RFC,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Generic,,,,,,
SubmodelElementCollection,Delay,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ForceProcessVariable,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IndicateActivity,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stack,,,,,,
SubmodelElementCollection,Stack_ProvideWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stamp,,,,,,
SubmodelElementCollection,Stamp_StampWorkpiece,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,04_HardwareObservation,,,,,,
SubmodelElementCollection,ObserveCrane,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveLSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObservePAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObservePicAlpha,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveRFC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveSSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveStack,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ObserveStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPUProduct,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,05_HardwareControl,,,,,,
SubmodelElementCollection,ControlModule,,,,,,
SubmodelElementCollection,Gen,,,,,,
SubmodelElementCollection,ActivityIndicator,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Grippers,,,,,,
SubmodelElementCollection,BaseGripper,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,VacuumGripper,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Pushers,,,,,,
SubmodelElementCollection,BaseCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BistableCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MonostableCylinder,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Switch,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Sensors,,,,,,
SubmodelElementCollection,InductiveSensor,,,,,,
